time,FLOW,TEMP,SALT,TRC_tr1,TRC_age,NCS_ss1,NCS_ss2,OXY_oxy,CAR_dic,CAR_pH,CAR_ch4,CAR_ch4_bub,SIL_rsi,NIT_amm,NIT_nit,PHS_frp,PHS_frp_ads,OGM_doc,OGM_poc,OGM_don,OGM_pon,OGM_dop,OGM_pop,OGM_docr,OGM_donr,OGM_dopr,OGM_cpom,PHY_cyano,PHY_cyano_IN,PHY_cyano_IP,PHY_green,PHY_green_IN,PHY_green_IP,PHY_diatom,PHY_diatom_IN,PHY_diatom_IP,BIV_filtfrac
2013-06-15,0.0162,16.2758,0,0,0,1,1,288.4787,63.2413,6.88,0.0172,0,120.9013,0.1109,1.2604,0.1489,0.0298,14.9479,21.6745,1.1094,2.2188,0.0304,0.7094,201.797,9.9847,0.2736,21.6745,0,0,0,0,0,0,0,0,0,0
2013-06-16,0.015,16.7792,0,0,0,1,1,285.4306,63.2547,6.88,0.0174,0,120.9013,0.1016,1.2776,0.1497,0.0299,14.9466,21.6726,1.1078,2.2157,0.0308,0.7191,201.7792,9.9704,0.2774,21.6726,0,0,0,0,0,0,0,0,0,0
2013-06-17,0.0152,17.4147,0,0,0,1,1,281.6634,63.2681,6.88,0.0176,0,120.9013,0.0924,1.2949,0.1504,0.0301,14.9453,21.6707,1.1062,2.2125,0.0312,0.7287,201.7613,9.9562,0.2811,21.6707,0,0,0,0,0,0,0,0,0,0
2013-06-18,0.0171,17.3644,0,0,0,1,1,281.9584,63.2815,6.88,0.017,0,120.9013,0.0831,1.3122,0.1512,0.0302,14.944,21.6687,1.1047,2.2093,0.0316,0.7384,201.7435,9.9419,0.2848,21.6687,0,0,0,0,0,0,0,0,0,0
2013-06-19,0.0155,16.8402,0,0,0,1,1,285.0648,63.2949,6.88,0.0178,0,120.9013,0.0739,1.3295,0.1519,0.0304,14.9426,21.6668,1.1031,2.2061,0.0321,0.748,201.7257,9.9276,0.2885,21.6668,0,0,0,0,0,0,0,0,0,0
2013-06-20,0.0138,17.1076,0,0,0,1,1,283.4725,63.3083,6.88,0.0187,0,120.9013,0.0647,1.3468,0.1527,0.0305,14.9413,21.6649,1.1015,2.203,0.0325,0.7577,201.7079,9.9133,0.2922,21.6649,0,0,0,0,0,0,0,0,0,0
2013-06-21,0.0129,17.0918,0,0,0,1,1,283.5664,63.3217,6.88,0.0194,0,120.9013,0.0554,1.3641,0.1534,0.0307,14.94,21.663,1.0999,2.1998,0.0329,0.7673,201.6901,9.899,0.296,21.663,0,0,0,0,0,0,0,0,0,0
2013-06-22,0.0126,16.8865,0,0,0,1,1,284.7883,63.3351,6.88,0.0195,0,120.9013,0.0462,1.3813,0.1542,0.0308,14.9387,21.6611,1.0983,2.1966,0.0333,0.777,201.6723,9.8847,0.2997,21.6611,0,0,0,0,0,0,0,0,0,0
2013-06-23,0.0123,17.8064,0,0,0,1,1,279.3857,63.3485,6.88,0.0185,0,120.9013,0.037,1.3986,0.1549,0.031,14.9374,21.6592,1.0967,2.1934,0.0337,0.7866,201.6545,9.8705,0.3034,21.6592,0,0,0,0,0,0,0,0,0,0
2013-06-24,0.0118,18.4595,0,0,0,1,1,275.6599,63.3619,6.88,0.0178,0,120.9013,0.0277,1.4159,0.1557,0.0311,14.936,21.6573,1.0951,2.1903,0.0341,0.7963,201.6366,9.8562,0.3071,21.6573,0,0,0,0,0,0,0,0,0,0
2013-06-25,0.0115,18.5993,0,0,0,1,1,274.874,63.3753,6.88,0.0175,0,120.9013,0.0185,1.4332,0.1564,0.0313,14.9347,21.6554,1.0935,2.1871,0.0345,0.8059,201.6188,9.8419,0.3108,21.6554,0,0,0,0,0,0,0,0,0,0
2013-06-26,0.0149,18.6504,0,0,0,1,1,274.5874,63.3887,6.88,0.0173,0,120.9013,0.0092,1.4505,0.1572,0.0314,14.9334,21.6534,1.092,2.1839,0.035,0.8155,201.601,9.8276,0.3146,21.6534,0,0,0,0,0,0,0,0,0,0
2013-06-27,0.0132,18.0174,0,0,0,1,1,278.172,63.4021,6.88,0.0172,0,120.9013,0,1.4677,0.1579,0.0316,14.9321,21.6515,1.0904,2.1807,0.0354,0.8252,201.5832,9.8133,0.3183,21.6515,0,0,0,0,0,0,0,0,0,0
2013-06-28,0.0122,18.7069,0,0,0,1,1,274.2717,63.4155,6.88,0.0172,0,120.9013,0.1109,1.3038,0.1509,0.0302,14.9308,21.6496,1.0939,2.1878,0.04,0.9337,201.5654,9.8449,0.3601,21.6496,0,0,0,0,0,0,0,0,0,0
2013-06-29,0.0107,18.6251,0,0,0,1,1,274.7292,63.4289,6.88,0.0173,0,120.9013,0.2217,1.1398,0.1439,0.0288,14.9294,21.6477,1.0974,2.1948,0.0447,1.0422,201.5476,9.8765,0.402,21.6477,0,0,0,0,0,0,0,0,0,0
2013-06-30,0.0119,18.574,0,0,0,1,1,275.016,63.4423,6.88,0.0178,0,120.9013,0.3326,0.9758,0.1369,0.0274,14.9281,21.6458,1.1009,2.2018,0.0493,1.1507,201.5298,9.9081,0.4438,21.6458,0,0,0,0,0,0,0,0,0,0
2013-07-01,0.0109,18.6206,0,0,0,1,1,274.7542,63.4557,6.88,0.0183,0,120.9013,0.4435,0.8118,0.1299,0.026,14.9268,21.6439,1.1044,2.2088,0.054,1.2592,201.5119,9.9396,0.4857,21.6439,0,0,0,0,0,0,0,0,0,0
2013-07-02,0.0296,18.5534,0,0,0,1,1,275.1312,63.4691,6.88,0.0188,0,120.9013,0.5543,0.6478,0.1228,0.0246,14.9255,21.642,1.1079,2.2158,0.0586,1.3677,201.4941,9.9712,0.5276,21.642,0,0,0,0,0,0,0,0,0,0
2013-07-03,0.0788,17.2618,0,0,0,1,1,282.5617,63.4825,6.88,0.0192,0,120.9013,0.6652,0.4839,0.1158,0.0232,14.9242,21.64,1.1114,2.2228,0.0633,1.4762,201.4763,10.0028,0.5694,21.64,0,0,0,0,0,0,0,0,0,0
2013-07-04,0.0965,17.1894,0,0,0,1,1,282.9887,63.4959,6.88,0.0197,0,120.9013,0.6583,0.4859,0.1145,0.0229,14.9229,21.6381,1.1109,2.2218,0.0609,1.4204,201.4585,9.9982,0.5479,21.6381,0,0,0,0,0,0,0,0,0,0
2013-07-05,0.0649,17.1384,0,0,0,1,1,283.2899,63.5093,6.88,0.0202,0,120.9013,0.6513,0.4879,0.1132,0.0226,14.9215,21.6362,1.1104,2.2208,0.0585,1.3645,201.4407,9.9937,0.5263,21.6362,0,0,0,0,0,0,0,0,0,0
2013-07-06,0.0394,17.493,0,0,0,1,1,281.2052,63.5227,6.88,0.0207,0,120.9013,0.6444,0.4899,0.1119,0.0224,14.9202,21.6343,1.1099,2.2198,0.0561,1.3086,201.4229,9.9891,0.5048,21.6343,0,0,0,0,0,0,0,0,0,0
2013-07-07,0.0304,17.6807,0,0,0,1,1,280.1126,63.5361,6.88,0.0218,0,120.9013,0.6375,0.4919,0.1106,0.0221,14.9189,21.6324,1.1094,2.2188,0.0537,1.2528,201.4051,9.9845,0.4832,21.6324,0,0,0,0,0,0,0,0,0,0
2013-07-08,0.0275,17.4573,0,0,0,1,1,281.414,63.5495,6.88,0.0226,0,120.9013,0.6305,0.494,0.1092,0.0218,14.9176,21.6305,1.1089,2.2178,0.0513,1.1969,201.3872,9.98,0.4617,21.6305,0,0,0,0,0,0,0,0,0,0
2013-07-09,0.0228,17.8676,0,0,0,1,1,279.0324,63.5629,6.88,0.0228,0,120.9013,0.6236,0.496,0.1079,0.0216,14.9163,21.6286,1.1084,2.2168,0.0489,1.141,201.3694,9.9754,0.4401,21.6286,0,0,0,0,0,0,0,0,0,0
2013-07-10,0.0555,18.3016,0,0,0,1,1,276.5526,63.5763,6.88,0.0231,0,120.9013,0.6167,0.498,0.1066,0.0213,14.9149,21.6267,1.1079,2.2157,0.0465,1.0852,201.3516,9.9708,0.4186,21.6267,0,0,0,0,0,0,0,0,0,0
2013-07-11,0.0909,17.1798,0,0,0,1,1,283.0454,63.5897,6.88,0.0234,0,120.9013,0.6098,0.5,0.1053,0.0211,14.9136,21.6247,1.1074,2.2147,0.0441,1.0293,201.3338,9.9663,0.397,21.6247,0,0,0,0,0,0,0,0,0,0
2013-07-12,0.0593,16.8561,0,0,0,1,1,284.9695,63.6031,6.88,0.0237,0,120.9013,0.6177,0.5311,0.1068,0.0214,14.9123,21.6228,1.1032,2.2064,0.0407,0.9503,201.316,9.9288,0.3665,21.6228,0,0,0,0,0,0,0,0,0,0
2013-07-13,0.0427,16.6011,0,0,0,1,1,286.502,63.6165,6.88,0.0226,0,120.9013,0.6256,0.5622,0.1083,0.0217,14.911,21.6209,1.099,2.1981,0.0373,0.8712,201.2982,9.8912,0.336,21.6209,0,0,0,0,0,0,0,0,0,0
2013-07-14,0.0448,17.4875,0,0,0,1,1,281.2374,63.6299,6.88,0.0217,0,120.9013,0.6335,0.5933,0.1098,0.022,14.9097,21.619,1.0949,2.1897,0.034,0.7922,201.2804,9.8537,0.3056,21.619,0,0,0,0,0,0,0,0,0,0
2013-07-15,0.0358,17.6382,0,0,0,1,1,280.3593,63.6433,6.88,0.0207,0,120.9013,0.6414,0.6244,0.1113,0.0223,14.9083,21.6171,1.0907,2.1814,0.0306,0.7132,201.2626,9.8162,0.2751,21.6171,0,0,0,0,0,0,0,0,0,0
2013-07-16,0.0301,18.0512,0,0,0,1,1,277.9782,63.6567,6.88,0.0197,0,120.9013,0.6494,0.6555,0.1128,0.0226,14.907,21.6152,1.0865,2.173,0.0329,0.7675,201.2447,9.7787,0.296,21.6152,0,0,0,0,0,0,0,0,0,0
2013-07-17,0.0269,18.4614,0,0,0,1,1,275.6493,63.6701,6.88,0.0187,0,120.9013,0.6573,0.6866,0.1143,0.0229,14.9057,21.6133,1.0823,2.1647,0.0352,0.8218,201.2269,9.7411,0.317,21.6133,0,0,0,0,0,0,0,0,0,0
2013-07-18,0.0251,18.5649,0,0,0,1,1,275.0668,63.6835,6.88,0.0179,0,120.9013,0.6652,0.7177,0.1158,0.0232,14.9044,21.6113,1.0782,2.1564,0.0375,0.8761,201.2091,9.7036,0.3379,21.6113,0,0,0,0,0,0,0,0,0,0
2013-07-19,0.0236,18.7576,0,0,0,1,1,273.9886,63.6969,6.88,0.0183,0,120.9013,0.6731,0.7488,0.1173,0.0235,14.9031,21.6094,1.074,2.148,0.0399,0.9305,201.1913,9.6661,0.3589,21.6094,0,0,0,0,0,0,0,0,0,0
2013-07-20,0.0224,18.7573,0,0,0,1,1,273.9903,63.7103,6.88,0.0201,0,120.9013,0.681,0.78,0.1188,0.0238,14.9017,21.6075,1.0698,2.1397,0.0423,0.9859,201.1735,9.6286,0.3803,21.6075,0,0,0,0,0,0,0,0,0,0
2013-07-21,0.0219,18.6193,0,0,0,1,1,274.7618,63.7237,6.88,0.0217,0,120.9013,0.6889,0.8111,0.1203,0.0241,14.9004,21.6056,1.0657,2.1313,0.0446,1.0414,201.1557,9.5911,0.4017,21.6056,0,0,0,0,0,0,0,0,0,0
2013-07-22,0.0212,18.5814,0,0,0,1,1,274.9745,63.7371,6.88,0.0236,0,120.9013,0.6969,0.8422,0.1218,0.0244,14.8991,21.6037,1.0615,2.123,0.047,1.0968,201.1379,9.5535,0.4231,21.6037,0,0,0,0,0,0,0,0,0,0
2013-07-23,0.0201,18.628,0,0,0,1,1,274.7128,63.7505,6.88,0.0255,0,120.9013,0.7048,0.8733,0.1233,0.0247,14.8978,21.6018,1.0573,2.1147,0.0494,1.1523,201.12,9.516,0.4444,21.6018,0,0,0,0,0,0,0,0,0,0
2013-07-24,0.0187,18.6551,0,0,0,1,1,274.5612,63.7639,6.88,0.0274,0,120.9013,0.7127,0.9044,0.1248,0.025,14.8965,21.5999,1.0532,2.1063,0.0518,1.2077,201.1022,9.4785,0.4658,21.5999,0,0,0,0,0,0,0,0,0,0
2013-07-25,0.0173,18.0277,0,0,0,1,1,278.1129,63.7773,6.88,0.029,0,120.9013,0.7206,0.9355,0.1264,0.0253,14.8951,21.598,1.049,2.098,0.0541,1.2632,201.0844,9.441,0.4872,21.598,0,0,0,0,0,0,0,0,0,0
2013-07-26,0.0164,17.5598,0,0,0,1,1,280.8157,63.7907,6.88,0.0296,0,120.9013,0.5405,0.9677,0.129,0.0258,14.8938,21.596,1.0604,2.1208,0.0523,1.2207,201.0666,9.5437,0.4708,21.596,0,0,0,0,0,0,0,0,0,0
2013-07-27,0.0175,17.663,0,0,0,1,1,280.2154,63.8041,6.88,0.0301,0,120.9013,0.3603,1,0.1316,0.0263,14.8925,21.5941,1.0718,2.1436,0.0505,1.1781,201.0488,9.6463,0.4544,21.5941,0,0,0,0,0,0,0,0,0,0
2013-07-28,0.0173,17.5261,0,0,0,1,1,281.0118,63.8175,6.88,0.0307,0,120.9013,0.1802,1.0323,0.1343,0.0269,14.8912,21.5922,1.0832,2.1664,0.0487,1.1356,201.031,9.749,0.438,21.5922,0,0,0,0,0,0,0,0,0,0
2013-07-29,0.0156,17.4276,0,0,0,1,1,281.5877,63.8309,6.88,0.0313,0,120.9013,0,1.0645,0.1369,0.0274,14.8899,21.5903,1.0946,2.1893,0.0468,1.0931,201.0132,9.8517,0.4216,21.5903,0,0,0,0,0,0,0,0,0,0
2013-07-30,0.0143,16.6923,0,0,0,1,1,285.9526,63.8443,6.88,0.03,0,120.9013,0.1293,1.0108,0.1369,0.0274,14.8885,21.5884,1.0874,2.1748,0.0555,1.2942,200.9953,9.7867,0.4992,21.5884,0,0,0,0,0,0,0,0,0,0
2013-07-31,0.0136,16.9711,0,0,0,1,1,284.2831,63.8577,6.88,0.0288,0,120.9013,0.2587,0.957,0.1369,0.0274,14.8872,21.5865,1.0802,2.1604,0.0641,1.4954,200.9775,9.7218,0.5768,21.5865,0,0,0,0,0,0,0,0,0,0
2013-08-01,0.0151,17.1283,0,0,0,1,1,283.3497,63.8712,6.88,0.0278,0,120.9013,0.388,0.9032,0.1369,0.0274,14.8859,21.5846,1.073,2.146,0.0727,1.6966,200.9597,9.6569,0.6544,21.5846,0,0,0,0,0,0,0,0,0,0
2013-08-02,0.0137,17.5241,0,0,0,1,1,281.024,63.8846,6.88,0.0268,0,120.9013,0.5266,0.9597,0.1395,0.0279,14.8846,21.5826,1.0558,2.1116,0.0622,1.4523,200.9419,9.5023,0.5602,21.5826,0,0,0,0,0,0,0,0,0,0
2013-08-03,0.0128,17.3711,0,0,0,1,1,281.9186,63.898,6.88,0.0262,0,120.9013,0.6652,1.0161,0.1421,0.0284,14.8833,21.5807,1.0386,2.0773,0.0518,1.2081,200.9241,9.3478,0.466,21.5807,0,0,0,0,0,0,0,0,0,0
2013-08-04,0.0126,17.7197,0,0,0,1,1,279.8868,63.9114,6.88,0.0255,0,120.9013,0.8038,1.0726,0.1448,0.029,14.8819,21.5788,1.0215,2.043,0.0413,0.9638,200.9063,9.1933,0.3718,21.5788,0,0,0,0,0,0,0,0,0,0
2013-08-05,0.0113,17.0029,0,0,0,1,1,284.094,63.9248,6.88,0.0249,0,120.9013,0.9424,1.129,0.1474,0.0295,14.8806,21.5769,1.0043,2.0086,0.0308,0.7195,200.8885,9.0387,0.2775,21.5769,0,0,0,0,0,0,0,0,0,0
2013-08-06,0.0118,17.5141,0,0,0,1,1,281.0823,63.9382,6.88,0.0247,0,120.9013,0.7576,1.1075,0.1544,0.0309,14.8793,21.575,1.0206,2.0412,0.0388,0.9052,200.8706,9.1852,0.3492,21.575,0,0,0,0,0,0,0,0,0,0
2013-08-07,0.0124,17.807,0,0,0,1,1,279.3821,63.9516,6.88,0.0246,0,120.9013,0.5728,1.086,0.1615,0.0323,14.878,21.5731,1.0369,2.0737,0.0468,1.0909,200.8528,9.3317,0.4208,21.5731,0,0,0,0,0,0,0,0,0,0
2013-08-08,0.0193,18.1228,0,0,0,1,1,277.5693,63.965,6.88,0.0245,0,120.9013,0.388,1.0645,0.1685,0.0337,14.8767,21.5712,1.0531,2.1062,0.0547,1.2766,200.835,9.4781,0.4924,21.5712,0,0,0,0,0,0,0,0,0,0
2013-08-09,0.0186,18.5827,0,0,0,1,1,274.9669,63.9784,6.88,0.0245,0,120.9013,0.3959,1.0553,0.167,0.0334,14.8753,21.5693,1.0523,2.1046,0.0487,1.1359,200.8172,9.4708,0.4381,21.5693,0,0,0,0,0,0,0,0,0,0
2013-08-10,0.0138,19.0065,0,0,0,1,1,272.6073,63.9918,6.88,0.0259,0,120.9013,0.4039,1.0461,0.1655,0.0331,14.874,21.5673,1.0515,2.103,0.0426,0.9951,200.7994,9.4636,0.3838,21.5673,0,0,0,0,0,0,0,0,0,0
2013-08-11,0.0135,19.0324,0,0,0,1,1,272.4641,64.0052,6.88,0.0272,0,120.9013,0.4118,1.0369,0.164,0.0328,14.8727,21.5654,1.0507,2.1014,0.0366,0.8543,200.7816,9.4563,0.3295,21.5654,0,0,0,0,0,0,0,0,0,0
2013-08-12,0.0152,19.0022,0,0,0,1,1,272.6309,64.0186,6.88,0.0285,0,120.9013,0.4197,1.0276,0.1625,0.0325,14.8714,21.5635,1.0499,2.0998,0.0306,0.7135,200.7638,9.449,0.2752,21.5635,0,0,0,0,0,0,0,0,0,0
2013-08-13,0.0131,18.7281,0,0,0,1,1,274.153,64.032,6.88,0.0314,0,120.9013,0.4276,1.0184,0.161,0.0322,14.8701,21.5616,1.0491,2.0982,0.0357,0.8321,200.7459,9.4417,0.321,21.5616,0,0,0,0,0,0,0,0,0,0
2013-08-14,0.0119,17.7385,0,0,0,1,1,279.7777,64.0454,6.88,0.0344,0,120.9013,0.4355,1.0092,0.1594,0.0319,14.8688,21.5597,1.0483,2.0965,0.0407,0.9507,200.7281,9.4344,0.3667,21.5597,0,0,0,0,0,0,0,0,0,0
2013-08-15,0.0103,15.9933,0,0,0,1,1,290.2151,64.0588,6.88,0.0371,0,120.9013,0.4435,1,0.1579,0.0316,14.8674,21.5578,1.0475,2.0949,0.0458,1.0693,200.7103,9.4272,0.4124,21.5578,0,0,0,0,0,0,0,0,0,0
2013-08-16,0.0101,15.5682,0,0,0,1,1,292.8634,64.0722,6.88,0.0399,0,120.9013,0.5913,1,0.1562,0.0312,14.8661,21.5559,1.0342,2.0685,0.0447,1.043,200.6925,9.3081,0.4023,21.5559,0,0,0,0,0,0,0,0,0,0
2013-08-17,0.0101,15.5749,0,0,0,1,1,292.8216,64.0856,6.88,0.0402,0,120.9013,0.7391,1,0.1544,0.0309,14.8648,21.5539,1.021,2.042,0.0436,1.0167,200.6747,9.1889,0.3922,21.5539,0,0,0,0,0,0,0,0,0,0
2013-08-18,0.0192,15.9935,0,0,0,1,1,290.2138,64.099,6.88,0.0407,0,120.9013,0.8869,1,0.1527,0.0305,14.8635,21.552,1.0078,2.0155,0.0424,0.9905,200.6569,9.0698,0.382,21.552,0,0,0,0,0,0,0,0,0,0
