time,flow,temp,salt,OXY_oxy,SIL_rsi,NIT_amm,NIT_nit,PHS_frp,OGM_don,OGM_pon,OGM_dop,OGM_pop,OGM_doc,OGM_poc,PHY_green,PHY_crypto,PHY_diatom
2011-08-05 00:00:00,96854.400000,    3.618817,    0.535959,  412.452802,   11.174210,   20.571045,   31.152980,    1.629950,    1.599715,    0.026825,    1.771921,    0.026090,   39.529141,    0.279636,    0.788382,    0.000000,    0.000000
2011-08-06 00:00:00,94392.000000,    3.879162,    0.536446,  409.057673,   11.148935,   20.652334,   31.518668,    1.627577,    1.595134,    0.022922,    1.766760,    0.022131,   39.410936,    0.238458,    0.890254,    0.000000,    0.000000
2011-08-07 00:00:00,92836.800000,    3.924995,    0.537493,  405.969262,   11.128302,   20.734991,   31.902143,    1.625929,    1.591143,    0.019601,    1.762255,    0.018739,   39.307932,    0.203406,    0.992710,    0.000000,    0.000000
2011-08-08 00:00:00,91670.400000,    3.659652,    0.537686,  404.378395,   11.093236,   20.782191,   32.238741,    1.622327,    1.585079,    0.016926,    1.755459,    0.015978,   39.154303,    0.175001,    1.083864,    0.000000,    0.000000
2011-08-09 00:00:00,104846.400000,    3.575832,    0.535024,  402.054988,   11.007106,   20.760424,   32.420578,    1.611185,    1.571667,    0.014448,    1.740526,    0.013420,   38.819688,    0.148654,    1.174540,    0.000000,    0.000000
2011-08-10 00:00:00,143596.800000,    3.786629,    0.537216,  402.907224,   10.941547,   20.763195,   32.659871,    1.602558,    1.561191,    0.012483,    1.728831,    0.011357,   38.557868,    0.127650,    1.315310,    0.000000,    0.000000
2011-08-11 00:00:00,184032.000000,    4.061527,    0.540645,  400.446774,   10.868918,   20.740454,   32.883016,    1.592848,    1.549675,    0.010669,    1.715967,    0.009444,   38.270589,    0.109585,    1.513615,    0.000000,    0.000000
2011-08-12 00:00:00,205502.400000,    4.349949,    0.544477,  395.601012,   10.787254,   20.691241,   33.080608,    1.581474,    1.536832,    0.009337,    1.701623,    0.007964,   37.950808,    0.098581,    1.745415,    0.000000,    0.000000
2011-08-13 00:00:00,212544.000000,    4.464672,    0.548333,  390.589315,   10.704486,   20.630049,   33.274972,    1.569853,    1.523793,    0.008253,    1.687059,    0.006700,   37.626438,    0.093146,    1.968579,    0.000000,    0.000000
2011-08-14 00:00:00,211464.000000,    4.448291,    0.551711,  386.885814,   10.634137,   20.590370,   33.504106,    1.559913,    1.512510,    0.007417,    1.674432,    0.005656,   37.345652,    0.090023,    2.207691,    0.000000,    0.000000
2011-08-15 00:00:00,207921.600000,    4.429405,    0.554174,  385.216973,   10.579537,   20.580853,   33.776961,    1.552034,    1.503474,    0.006788,    1.664281,    0.004795,   37.120472,    0.088395,    2.466293,    0.000000,    0.000000
2011-08-16 00:00:00,204163.200000,    4.347891,    0.554435,  388.708038,   10.516332,   20.555257,   34.017436,    1.542814,    1.493231,    0.006314,    1.652789,    0.004070,   36.865595,    0.086724,    2.718946,    0.000000,    0.000000
2011-08-17 00:00:00,205891.200000,    4.425518,    0.551392,  388.826751,   10.426396,   20.477626,   34.167748,    1.529507,    1.479211,    0.005968,    1.637109,    0.003456,   36.517486,    0.085896,    2.957811,    0.000000,    0.000000
2011-08-18 00:00:00,212673.600000,    4.667099,    0.547400,  393.379456,   10.306262,   20.334182,   34.218874,    1.511606,    1.460919,    0.005745,    1.616688,    0.002934,   36.063923,    0.089759,    3.198815,    0.000000,    0.000000
2011-08-19 00:00:00,254836.800000,    5.038609,    0.548090,  389.685933,   10.181948,   20.172165,   34.256255,    1.492767,    1.442052,    0.005657,    1.595577,    0.002497,   35.596008,    0.101797,    3.586178,    0.000000,    0.000000
2011-08-20 00:00:00,328536.000000,    5.608008,    0.553265,  383.533624,   10.063030,   20.004188,   34.313761,    1.474539,    1.423916,    0.004789,    1.575234,    0.001766,   35.146247,    0.106476,    4.087483,    0.000000,    0.000000
2011-08-21 00:00:00,371044.800000,    6.143512,    0.558968,  376.906493,    9.936938,   19.801279,   34.353072,    1.454962,    1.404695,    0.003676,    1.553669,    0.001044,   34.670012,    0.106741,    4.647125,    0.000000,    0.000000
2011-08-22 00:00:00,375062.400000,    6.582710,    0.565018,  370.846689,    9.812006,   19.576329,   34.399904,    1.435015,    1.385592,    0.002646,    1.532213,    0.000511,   34.196977,    0.105043,    5.274335,    0.000000,    0.000000
2011-08-23 00:00:00,362793.600000,    7.040507,    0.570385,  365.734204,    9.702913,   19.363772,   34.502461,    1.416601,    1.368702,    0.002076,    1.513175,    0.000244,   33.778670,    0.106084,    5.980305,    0.000000,    0.000000
2011-08-24 00:00:00,347068.800000,    7.257082,    0.574500,  367.446737,    9.627682,   19.203608,   34.726348,    1.402494,    1.356582,    0.001813,    1.499378,    0.000135,   33.478030,    0.109167,    6.778405,    0.000000,    0.000000
2011-08-25 00:00:00,331128.000000,    7.443296,    0.577466,  367.771641,    9.577481,   19.081437,   35.041196,    1.391392,    1.347993,    0.001624,    1.489470,    0.000096,   33.264428,    0.105105,    7.567156,    0.000000,    0.000000
2011-08-26 00:00:00,318816.000000,    7.269168,    0.576918,  367.928405,    9.512106,   18.925786,   35.295532,    1.377860,    1.337323,    0.001673,    1.477213,    0.000092,   32.999078,    0.110087,    8.452841,    0.000000,    0.000000
2011-08-27 00:00:00,304948.800000,    7.215517,    0.579176,  368.624539,    9.477889,   18.840714,   35.645999,    1.368177,    1.331164,    0.001694,    1.469861,    0.000092,   32.845168,    0.109587,    9.610155,    0.000000,    0.000000
2011-08-28 00:00:00,284515.200000,    7.238914,    0.581188,  369.520229,    9.450173,   18.762686,   36.014650,    1.358674,    1.325976,    0.001748,    1.463526,    0.000095,   32.721802,    0.113840,   10.886817,    0.000000,    0.000000
2011-08-29 00:00:00,265248.000000,    7.353320,    0.581650,  370.064075,    9.414144,   18.658101,   36.349201,    1.347282,    1.319686,    0.001716,    1.455903,    0.000093,   32.593335,    0.114940,   12.292888,    0.000000,    0.000000
2011-08-30 00:00:00,260755.200000,    6.954218,    0.580543,  372.230277,    9.365254,   18.530983,   36.619051,    1.333743,    1.311723,    0.001774,    1.446341,    0.000096,   32.443794,    0.116245,   13.938301,    0.000000,    0.000000
2011-08-31 00:00:00,256176.000000,    6.891617,    0.582383,  374.853076,    9.344382,   18.457818,   36.982189,    1.323152,    1.307841,    0.001659,    1.441167,    0.000090,   32.420009,    0.108342,   15.946132,    0.000000,    0.000000
2011-09-01 00:00:00,236001.600000,    7.031703,    0.583983,  375.382290,    9.326290,   18.377071,   37.350684,    1.311903,    1.304462,    0.001781,    1.436436,    0.000096,   32.465268,    0.120090,   18.210597,    0.000000,    0.000000
2011-09-02 00:00:00,216129.600000,    7.201244,    0.585515,  376.196867,    9.309820,   18.280267,   37.722837,    1.299841,    1.301421,    0.001601,    1.431950,    0.000086,   32.595863,    0.111670,   20.727242,    0.000000,    0.000000
2011-09-03 00:00:00,191332.800000,    7.491467,    0.586749,  375.909630,    9.297149,   18.166503,   38.111306,    1.287146,    1.298994,    0.001514,    1.428014,    0.000081,   32.853237,    0.110128,   23.416095,    0.000000,    0.000000
2011-09-04 00:00:00,169257.600000,    7.576706,    0.587946,  374.650362,    9.288163,   18.042544,   38.513228,    1.274114,    1.297106,    0.001687,    1.424623,    0.000090,   33.252151,    0.124941,   25.903705,    0.000000,    0.000000
2011-09-05 00:00:00,159364.800000,    7.642970,    0.588335,  373.719615,    9.275993,   17.903043,   38.898155,    1.259928,    1.294866,    0.001569,    1.420725,    0.000084,   33.765899,    0.117024,   28.422168,    0.000000,    0.000000
2011-09-06 00:00:00,150508.800000,    7.511694,    0.587717,  373.377610,    9.257836,   17.753429,   39.245829,    1.244439,    1.291830,    0.001538,    1.415936,    0.000083,   34.344844,    0.112610,   30.644547,    0.000000,    0.000000
2011-09-07 00:00:00,144072.000000,    7.180118,    0.586266,  374.055469,    9.230908,   17.591548,   39.542319,    1.227338,    1.287820,    0.001438,    1.409844,    0.000078,   34.980860,    0.102305,   33.399991,    0.000000,    0.000000
2011-09-08 00:00:00,144676.800000,    7.009477,    0.587520,  376.562541,    9.223345,   17.458173,   39.898441,    1.211289,    1.286932,    0.001929,    1.406793,    0.000104,   35.780765,    0.138676,   37.452643,    0.000000,    0.000000
2011-09-09 00:00:00,138456.000000,    6.828835,    0.588492,  379.248265,    9.214112,   17.304131,   40.228185,    1.193248,    1.285966,    0.002022,    1.403540,    0.000108,   36.706896,    0.148610,   41.630420,    0.000000,    0.000000
2011-09-10 00:00:00,132148.800000,    6.379952,    0.589064,  381.566653,    9.201101,   17.130287,   40.522918,    1.173187,    1.284663,    0.001533,    1.399764,    0.000082,   37.743585,    0.104746,   45.996817,    0.000000,    0.000000
2011-09-11 00:00:00,128822.400000,    6.055284,    0.590275,  388.586355,    9.193294,   16.965889,   40.809041,    1.151751,    1.284467,    0.001631,    1.396910,    0.000088,   38.695213,    0.106052,   51.406150,    0.000000,    0.000000
2011-09-12 00:00:00,115041.600000,    5.979654,    0.590602,  391.549129,    9.182418,   16.765959,   41.065089,    1.127485,    1.284197,    0.002372,    1.393636,    0.000127,   39.842341,    0.155318,   57.559533,    0.000000,    0.000000
2011-09-13 00:00:00,100008.000000,    6.203420,    0.591524,  394.202371,    9.178963,   16.542880,   41.338211,    1.101434,    1.285293,    0.002375,    1.391520,    0.000126,   41.345003,    0.163304,   64.266955,    0.000000,    0.000000
2011-09-14 00:00:00,88041.600000,    6.705012,    0.590666,  391.410712,    9.160208,   16.242012,   41.535632,    1.071056,    1.284560,    0.002444,    1.387059,    0.000129,   43.597640,    0.188332,   70.850838,    0.000000,    0.000000
2011-09-15 00:00:00,92016.000000,    6.692599,    0.591584,  387.634012,    9.149040,   15.919460,   41.753415,    1.039663,    1.285112,    0.002366,    1.383706,    0.000124,   46.812805,    0.194880,   76.997559,    0.000000,    0.000000
2011-09-16 00:00:00,101563.200000,    6.834111,    0.593029,  389.790723,    9.135731,   15.573747,   41.939008,    1.006120,    1.285612,    0.001697,    1.380041,    0.000088,   50.756129,    0.144686,   82.791221,    0.000000,    0.000000
2011-09-17 00:00:00,108432.000000,    6.911040,    0.594138,  385.437267,    9.113628,   15.196369,   42.068276,    0.970495,    1.285036,    0.001930,    1.375040,    0.000100,   55.818343,    0.173743,   87.346553,    0.000000,    0.000000
2011-09-18 00:00:00,107956.800000,    7.346325,    0.594763,  389.028606,    9.083080,   14.791590,   42.145403,    0.933466,    1.283521,    0.001257,    1.368751,    0.000064,   62.402874,    0.124553,   90.639154,    0.000000,    0.000000
2011-09-19 00:00:00,106444.800000,    7.791934,    0.596553,  393.375467,    9.060161,   14.389947,   42.250794,    0.897774,    1.283197,    0.001490,    1.363583,    0.000075,   71.446909,    0.159888,   91.479223,    0.000000,    0.000000
2011-09-20 00:00:00,109684.800000,    8.281002,    0.596525,  385.423591,    9.025217,   13.977219,   42.299223,    0.863075,    1.281076,    0.002297,    1.356546,    0.000115,   83.426780,    0.267256,   88.280491,    0.000000,    0.000000
2011-09-21 00:00:00,117590.400000,    8.519521,    0.595320,  382.036147,    8.982914,   13.584204,   42.313287,    0.831349,    1.277665,    0.003644,    1.348298,    0.000182,   98.276160,    0.459916,   81.097272,    0.000000,    0.000000
2011-09-22 00:00:00,125323.200000,    8.727330,    0.596869,  372.579970,    8.969505,   13.294288,   42.464691,    0.806609,    1.277757,    0.002277,    1.344311,    0.000113,  114.940850,    0.311601,   70.525287,    0.000000,    0.000000
2011-09-23 00:00:00,110678.400000,    9.105712,    0.594515,  368.075890,    8.931210,   13.036236,   42.514665,    0.784761,    1.273676,    0.003070,    1.336487,    0.000152,  131.878126,    0.459229,   57.315118,    0.000000,    0.000000
2011-09-24 00:00:00,118756.800000,    8.667001,    0.592433,  363.510591,    8.892438,   12.857541,   42.569256,    0.767208,    1.268956,    0.001638,    1.328547,    0.000081,  146.669438,    0.261382,   45.072669,    0.000000,    0.000000
2011-09-25 00:00:00,117849.600000,    9.044895,    0.593515,  364.593988,    8.887495,   12.791423,   42.793505,    0.754937,    1.268488,    0.000851,    1.325643,    0.000042,  158.813353,    0.144935,   34.986725,    0.000000,    0.000000
2011-09-26 00:00:00,91281.600000,    9.491324,    0.594427,  362.676629,    8.887313,   12.768859,   43.068726,    0.745791,    1.268020,    0.000795,    1.323347,    0.000039,  168.963235,    0.144140,   25.210552,    0.000000,    0.000000
2011-09-27 00:00:00,82296.000000,    9.810431,    0.595441,  358.527246,    8.885950,   12.785659,   43.364148,    0.739186,    1.266750,    0.001751,    1.320758,    0.000086,  175.894583,    0.327041,   16.904296,    0.000000,    0.000000
2011-09-28 00:00:00,75902.400000,   10.210390,    0.596375,  352.721121,    8.888107,   12.838399,   43.699783,    0.734782,    1.265458,    0.001075,    1.318575,    0.000052,  179.519572,    0.214950,   10.680647,    0.000000,    0.000000
2011-09-29 00:00:00,69811.200000,   10.348649,    0.596260,  346.278045,    8.886078,   12.910179,   44.031273,    0.731655,    1.263115,    0.000387,    1.315663,    0.000019,  180.063155,    0.078693,    6.287876,    0.000000,    0.000000
2011-09-30 00:00:00,71020.800000,   10.279875,    0.594075,  340.850311,    8.865356,   12.970426,   44.280453,    0.737915,    1.257864,    0.000822,    1.309902,    0.000040,  179.280579,    0.173649,    3.631618,    0.000000,    0.000000
2011-10-01 00:00:00,79488.000000,   10.007730,    0.595198,  341.213251,    8.866547,   13.085086,   44.633431,    0.755894,    1.255688,    0.000609,    1.307445,    0.000030,  178.948829,    0.131553,    2.217879,    0.000000,    0.000000
2011-10-02 00:00:00,74476.800000,   10.114917,    0.596096,  337.826532,    8.868443,   13.204109,   44.993503,    0.778512,    1.253540,    0.000466,    1.305087,    0.000023,  178.629780,    0.101519,    1.379095,    0.000000,    0.000000
2011-10-03 00:00:00,61603.200000,   10.623454,    0.597098,  332.794633,    8.871068,   13.310846,   45.369111,    0.803551,    1.251384,    0.000465,    1.302760,    0.000023,  178.314549,    0.101748,    0.870299,    0.000000,    0.000000
2011-10-04 00:00:00,55728.000000,   11.399418,    0.597960,  327.025766,    8.875813,   13.393663,   45.775708,    0.830352,    1.249333,    0.000483,    1.300570,    0.000023,  178.017688,    0.106047,    0.525808,    0.000000,    0.000000
2011-10-05 00:00:00,51408.000000,   11.846080,    0.598723,  321.863880,    8.884483,   13.454090,   46.221312,    0.858504,    1.247625,    0.000480,    1.298756,    0.000023,  177.772238,    0.106638,    0.285461,    0.000000,    0.000000
2011-10-06 00:00:00,47736.000000,   11.899414,    0.599401,  316.658159,    8.894268,   13.508343,   46.676644,    0.886350,    1.245983,    0.000483,    1.297024,    0.000023,  177.537746,    0.107985,    0.140673,    0.000000,    0.000000
2011-10-07 00:00:00,45619.200000,   11.964397,    0.599677,  311.235735,    8.900593,   13.549632,   47.115199,    0.912976,    1.243789,    0.000468,    1.294723,    0.000023,  177.225233,    0.101647,    0.102792,    0.000000,    0.000000
2011-10-08 00:00:00,45705.600000,   12.041706,    0.600164,  309.646877,    8.907558,   13.589113,   47.556555,    0.938457,    1.241624,    0.000409,    1.292451,    0.000020,  176.916485,    0.081796,    0.122778,    0.000000,    0.000000
2011-10-09 00:00:00,45057.600000,   12.172216,    0.600904,  308.288093,    8.916914,   13.626983,   48.013016,    0.962362,    1.239753,    0.000444,    1.290486,    0.000022,  176.649446,    0.085084,    0.121519,    0.000000,    0.000000
2011-10-10 00:00:00,48556.800000,   11.468309,    0.601960,  318.606043,    8.924299,   13.672819,   48.453956,    0.984235,    1.237717,    0.000473,    1.288348,    0.000023,  176.358772,    0.088520,    0.119052,    0.000000,    0.000000
2011-10-11 00:00:00,50328.000000,   10.975687,    0.601939,  323.022733,    8.922415,   13.728952,   48.831247,    1.002741,    1.234607,    0.000492,    1.285092,    0.000024,  175.915015,    0.090546,    0.117082,    0.000000,    0.000000
2011-10-12 00:00:00,54129.600000,   10.315736,    0.602758,  332.830686,    8.925706,   13.811161,   49.227664,    1.020051,    1.232368,    0.000514,    1.282743,    0.000025,  175.595399,    0.094191,    0.114110,    0.000000,    0.000000
2011-10-13 00:00:00,52272.000000,   10.400190,    0.603687,  336.677028,    8.932691,   13.915944,   49.638519,    1.035897,    1.230814,    0.000535,    1.281107,    0.000026,  175.373380,    0.098276,    0.111313,    0.000000,    0.000000
2011-10-14 00:00:00,36417.600000,   11.252487,    0.604342,  332.806034,    8.942125,   13.993688,   50.084300,    1.051262,    1.229478,    0.000557,    1.279698,    0.000027,  175.182598,    0.103053,    0.105517,    0.000000,    0.000000
2011-10-15 00:00:00,27950.400000,   11.571180,    0.605093,  331.308982,    8.953375,   14.048458,   50.557019,    1.066609,    1.228255,    0.000535,    1.278405,    0.000026,  175.007885,    0.096907,    0.110169,    0.000000,    0.000000
2011-10-16 00:00:00,30110.400000,   11.076888,    0.602923,  333.483642,    8.942236,   14.063640,   50.906109,    1.078635,    1.223950,    0.000491,    1.273905,    0.000024,  174.393940,    0.085260,    0.121899,    0.000000,    0.000000
2011-10-17 00:00:00,41342.400000,   10.043851,    0.601030,  339.316555,    8.928516,   14.111230,   51.215146,    1.088736,    1.219507,    0.000502,    1.269263,    0.000025,  173.760233,    0.086761,    0.123829,    0.000000,    0.000000
2011-10-18 00:00:00,45316.800000,   10.338701,    0.600925,  342.133976,    8.927034,   14.198189,   51.582655,    1.098669,    1.216891,    0.000526,    1.266522,    0.000026,  173.386737,    0.091703,    0.124204,    0.000000,    0.000000
2011-10-19 00:00:00,33566.400000,   11.437296,    0.601792,  338.190367,    8.934526,   14.258356,   52.029195,    1.109150,    1.215330,    0.000571,    1.264877,    0.000028,  173.163709,    0.102769,    0.112009,    0.000000,    0.000000
2011-10-20 00:00:00,25358.400000,   12.482134,    0.602707,  333.332021,    8.943395,   14.268035,   52.517331,    1.119734,    1.213719,    0.000577,    1.263179,    0.000028,  172.933688,    0.105154,    0.104124,    0.000000,    0.000000
2011-10-21 00:00:00,25704.000000,   13.467503,    0.603286,  326.908386,    8.952945,   14.226188,   53.041860,    1.130423,    1.211908,    0.000542,    1.261272,    0.000027,  172.675218,    0.096165,    0.111875,    0.000000,    0.000000
2011-10-22 00:00:00,25142.400000,   14.380073,    0.603879,  321.052517,    8.967211,   14.139394,   53.623671,    1.141266,    1.210497,    0.000522,    1.259781,    0.000026,  172.473593,    0.090186,    0.119986,    0.000000,    0.000000
2011-10-23 00:00:00,22939.200000,   15.217140,    0.604752,  314.850543,    8.985642,   14.020692,   54.248779,    1.152299,    1.209316,    0.000531,    1.258528,    0.000026,  172.304690,    0.091222,    0.121148,    0.000000,    0.000000
2011-10-24 00:00:00,21211.200000,   15.146006,    0.605754,  309.546642,    9.005484,   13.884615,   54.886564,    1.163068,    1.208132,    0.000536,    1.257272,    0.000027,  172.135381,    0.091421,    0.118402,    0.000000,    0.000000
2011-10-25 00:00:00,22161.600000,   14.662785,    0.603658,  306.453998,    9.001780,   13.746206,   55.351493,    1.169878,    1.203869,    0.000514,    1.252812,    0.000025,  171.527292,    0.084794,    0.125946,    0.000000,    0.000000
2011-10-26 00:00:00,24883.200000,   15.116328,    0.604417,  304.005237,    9.021083,   13.644013,   55.949609,    1.178482,    1.202654,    0.000514,    1.251523,    0.000026,  171.353181,    0.083340,    0.133810,    0.000000,    0.000000
2011-10-27 00:00:00,21945.600000,   15.530946,    0.605081,  300.478203,    9.043203,   13.533092,   56.568459,    1.186753,    1.201673,    0.000536,    1.250477,    0.000027,  171.212696,    0.087986,    0.130168,    0.000000,    0.000000
