time,flow,temp,salt,OXY_oxy,SIL_rsi,NIT_amm,NIT_nit,PHS_frp,OGM_don,OGM_pon,OGM_dop,OGM_pop,OGM_doc,OGM_poc,PHY_green,PHY_crypto,PHY_diatom
2011-07-17 00:00:00,28048.352401,    0.803307,    0.542765,  392.403614,   11.116830,   16.012237,   24.775326,    1.576620,    1.579975,    0.461546,    1.753919,    0.458981,   39.488495,    4.842633,    0.108778,    0.000000,    0.000000
2011-07-18 00:00:00,65962.639444,    0.867917,    0.541868,  395.835838,   11.111502,   16.296320,   25.028449,    1.579362,    1.582734,    0.398577,    1.756458,    0.396341,   39.492250,    4.181872,    0.117266,    0.000000,    0.000000
2011-07-19 00:00:00,19315.477449,    0.991396,    0.542946,  393.167911,   11.097533,   17.095594,   25.159296,    1.583957,    1.582663,    0.355076,    1.755922,    0.353061,   39.433737,    3.725372,    0.127047,    0.000000,    0.000000
2011-07-20 00:00:00,33567.961885,    0.992142,    0.544304,  395.550261,   11.051355,   16.774324,   25.439452,    1.577376,    1.579431,    0.295115,    1.751947,    0.293415,   39.305021,    3.096182,    0.136674,    0.000000,    0.000000
2011-07-21 00:00:00,36378.010908,    0.781442,    0.546093,  402.686048,   10.999059,   16.973181,   25.597944,    1.573277,    1.573860,    0.253667,    1.745432,    0.252180,   39.125027,    2.661237,    0.147455,    0.000000,    0.000000
2011-07-22 00:00:00,31609.599365,    0.747227,    0.547588,  407.420948,   10.960875,   17.190775,   25.789763,    1.570848,    1.569898,    0.218478,    1.740750,    0.217170,   38.991283,    2.291967,    0.161652,    0.000000,    0.000000
2011-07-23 00:00:00,21534.013174,    0.826518,    0.549021,  404.765222,   10.938779,   17.993574,   25.905150,    1.573431,    1.566870,    0.195677,    1.737142,    0.194474,   38.885542,    2.052661,    0.177916,    0.000000,    0.000000
2011-07-24 00:00:00,20749.910691,    0.925195,    0.550288,  401.327808,   10.913352,   18.384635,   26.054846,    1.573651,    1.563807,    0.183582,    1.733511,    0.182418,   38.781080,    1.925658,    0.189837,    0.000000,    0.000000
2011-07-25 00:00:00,10847.938253,    0.957408,    0.549071,  401.829973,   10.954855,   18.594837,   26.500522,    1.581382,    1.570524,    0.150439,    1.740776,    0.149444,   38.926103,    1.577867,    0.216136,    0.000000,    0.000000
2011-07-26 00:00:00,19262.588444,    0.993726,    0.550493,  399.706682,   10.922263,   18.814279,   26.739958,    1.578764,    1.566134,    0.123226,    1.735755,    0.122368,   38.799411,    1.292310,    0.243716,    0.000000,    0.000000
2011-07-27 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-07-28 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-07-29 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-07-30 00:00:00, 2146.375416,    1.601791,    0.550936,  412.163540,   10.909176,   19.130011,   28.109858,    1.582385,    1.565265,    0.065509,    1.734296,    0.064872,   38.723043,    0.686420,    0.374770,    0.000000,    0.000000
2011-07-31 00:00:00, 5316.615530,    1.852062,    0.550727,  412.540407,   10.913724,   19.350757,   28.468079,    1.584856,    1.565561,    0.056419,    1.734526,    0.055798,   38.720452,    0.590936,    0.418330,    0.000000,    0.000000
2011-08-01 00:00:00, 7129.419797,    2.267899,    0.550547,  411.665237,   10.915472,   19.552192,   28.832615,    1.586689,    1.565344,    0.048512,    1.734191,    0.047897,   38.706276,    0.507866,    0.474059,    0.000000,    0.000000
2011-08-02 00:00:00,83554.998781,    2.733462,    0.550348,  407.296986,   10.864966,   19.640817,   29.074704,    1.580867,    1.557524,    0.041437,    1.725436,    0.040818,   38.505062,    0.433511,    0.538930,    0.000000,    0.000000
2011-08-03 00:00:00,71683.571037,    3.013674,    0.550691,  403.300477,   10.814511,   19.715478,   29.324735,    1.575099,    1.549617,    0.035362,    1.716591,    0.034726,   38.302711,    0.369634,    0.609543,    0.000000,    0.000000
2011-08-04 00:00:00,11357.679236,    3.223051,    0.551797,  400.488034,   10.793549,   19.832069,   29.662549,    1.573518,    1.545849,    0.030246,    1.712336,    0.029581,   38.203519,    0.315801,    0.680378,    0.000000,    0.000000
2011-08-05 00:00:00,61192.311212,    3.664376,    0.552460,  396.564832,   10.751114,   19.891380,   29.954387,    1.568546,    1.538914,    0.025802,    1.704574,    0.025096,   38.026732,    0.268975,    0.758416,    0.000000,    0.000000
2011-08-06 00:00:00,49593.554895,    3.927583,    0.553439,  392.844766,   10.714494,   19.946567,   30.271287,    1.564450,    1.532740,    0.022023,    1.697653,    0.021262,   37.869369,    0.229101,    0.855430,    0.000000,    0.000000
2011-08-07 00:00:00,40652.259477,    3.985321,    0.556409,  388.130430,   10.646702,   19.936013,   30.502322,    1.555838,    1.522046,    0.018748,    1.685727,    0.017923,   37.600939,    0.194546,    0.949598,    0.000000,    0.000000
2011-08-08 00:00:00,153435.074303,    3.767383,    0.565634,  378.397065,   10.394465,   19.664415,   30.170842,    1.520626,    1.484780,    0.015854,    1.644379,    0.014966,   36.676745,    0.163917,    1.015275,    0.000000,    0.000000
2011-08-09 00:00:00,386516.964514,    3.730132,    0.574355,  366.627368,   10.043747,   19.035835,   29.565058,    1.470390,    1.433894,    0.013179,    1.587951,    0.012241,   35.416737,    0.135594,    1.071576,    0.000000,    0.000000
2011-08-10 00:00:00,234109.819049,    3.953699,    0.583698,  360.980951,    9.809423,   18.705263,   29.262783,    1.436943,    1.399438,    0.011187,    1.549708,    0.010178,   34.562923,    0.114397,    1.179028,    0.000000,    0.000000
2011-08-11 00:00:00,205009.560087,    4.227169,    0.591763,  354.416834,    9.626021,   18.457731,   29.105054,    1.410904,    1.372246,    0.009425,    1.519498,    0.008342,   33.888806,    0.096967,    1.340097,    0.000000,    0.000000
2011-08-12 00:00:00,191569.834682,    4.503267,    0.596208,  349.223278,    9.529232,   18.366842,   29.204866,    1.397206,    1.357380,    0.008248,    1.502928,    0.007032,   33.519370,    0.088062,    1.540297,    0.000000,    0.000000
2011-08-13 00:00:00,135792.186779,    4.609429,    0.593885,  349.795519,    9.593264,   18.578637,   29.802380,    1.407039,    1.365375,    0.007399,    1.511668,    0.006003,   33.714689,    0.084915,    1.762022,    0.000000,    0.000000
2011-08-14 00:00:00,58111.350417,    4.578701,    0.588210,  354.054148,    9.738626,   18.949064,   30.663708,    1.428690,    1.384898,    0.006796,    1.533158,    0.005178,   34.194752,    0.083975,    2.019410,    0.000000,    0.000000
2011-08-15 00:00:00,31950.464998,    4.541039,    0.585862,  356.548467,    9.799065,   19.156508,   31.265821,    1.437663,    1.392314,    0.006292,    1.541231,    0.004439,   34.375946,    0.083471,    2.281849,    0.000000,    0.000000
2011-08-16 00:00:00,103148.287885,    4.453180,    0.584660,  361.059606,    9.774866,   19.200323,   31.599578,    1.434152,    1.387706,    0.005872,    1.535987,    0.003782,   34.260331,    0.081982,    2.524993,    0.000000,    0.000000
2011-08-17 00:00:00,315403.263683,    4.562263,    0.590354,  353.708715,    9.491184,   18.732594,   31.084037,    1.392414,    1.346292,    0.005438,    1.490002,    0.003145,   33.236116,    0.079897,    2.689791,    0.000000,    0.000000
2011-08-18 00:00:00,544760.981016,    4.861356,    0.604756,  342.086220,    8.968500,   17.781454,   29.759213,    1.315476,    1.271064,    0.005007,    1.406589,    0.002552,   31.377200,    0.080727,    2.779688,    0.000000,    0.000000
2011-08-19 00:00:00,493298.807178,    5.258284,    0.618427,  327.575046,    8.565136,   17.052108,   28.799077,    1.255778,    1.212840,    0.004774,    1.341962,    0.002100,   29.938077,    0.089835,    3.010694,    0.000000,    0.000000
2011-08-20 00:00:00,325093.816599,    5.806786,    0.627763,  318.134367,    8.353375,   16.687292,   28.466351,    1.224039,    1.181765,    0.004002,    1.307350,    0.001466,   29.169278,    0.095348,    3.383349,    0.000000,    0.000000
2011-08-21 00:00:00,292243.391434,    6.314740,    0.633998,  311.367639,    8.215532,   16.452176,   28.383974,    1.202895,    1.161107,    0.003078,    1.284249,    0.000865,   28.657910,    0.098277,    3.828314,    0.000000,    0.000000
2011-08-22 00:00:00,207108.058381,    6.702405,    0.632874,  311.600945,    8.251322,   16.545191,   28.909507,    1.206791,    1.164937,    0.001840,    1.288208,    0.000346,   28.751111,    0.084471,    4.417009,    0.000000,    0.000000
2011-08-23 00:00:00,60413.420668,    7.089576,    0.621866,  320.549127,    8.511665,   17.073242,   30.246267,    1.242633,    1.200371,    0.001434,    1.327076,    0.000162,   29.624373,    0.087816,    5.221153,    0.000000,    0.000000
2011-08-24 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-08-25 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-08-26 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-08-27 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-08-28 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-08-29 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-08-30 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-08-31 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-01 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-02 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-03 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-04 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-05 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-06 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-07 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-08 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-09 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-10 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-11 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-12 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-13 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-14 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-15 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-16 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-17 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-18 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-19 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-20 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-21 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-22 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-23 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-24 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-25 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-26 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-27 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-28 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-29 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-09-30 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-01 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-02 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-03 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-04 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-05 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-06 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-07 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-08 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-09 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-10 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-11 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-12 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-13 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-14 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-15 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-16 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-17 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-18 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
2011-10-19 00:00:00,    0.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000
